mot;affichage;longueur;categorie;definition;registre;niveau;verif
FREESTYLE;freestyle;9;culture;Elle a explosé grâce aux vidéos en ligne;factuel;1;essor par internet
FREESTYLE;freestyle;9;culture;Neuf lettres qui se pratiquent sans adversaire;joueur;1;particularité du sport
GARDIENNE;gardienne;9;feminin;Elle occupe le poste le plus exposé;factuel;1;dernier rempart
GARDIENNE;gardienne;9;feminin;Elle porte un maillot différent des autres;factuel;1;règle du jeu
GARDIENNE;gardienne;9;feminin;Neuf lettres qui plongent dans les deux sens;joueur;1;geste du poste
GASCOIGNE;Gascoigne;9;legendes;Ses larmes en demi-finale de 1990 ont marqué le pays;factuel;2;Mondial italien
GASCOIGNE;Gascoigne;9;legendes;Milieu surnommé Gazza;factuel;1;surnom du joueur
GASCOIGNE;Gascoigne;9;legendes;Neuf lettres au talent immense et fragile;joueur;2;destin du joueur
GASPERINI;Gasperini;9;coachs;Technicien italien de l'Atalanta puis de la Roma;factuel;2;carrière du coach
GASPERINI;Gasperini;9;coachs;Il a gagné la Ligue Europa en 2024;factuel;2;titre continental
GASPERINI;Gasperini;9;coachs;Neuf lettres au marquage individuel assumé;joueur;2;style tactique
GENERIQUE;générique;9;culture;Séquence d'ouverture d'une émission de football;factuel;1;format télévisé
GENERIQUE;générique;9;culture;Il n'a presque pas changé en trente ans;factuel;2;fidélité du format
GENERIQUE;générique;9;culture;Neuf lettres qui annoncent le dimanche matin;joueur;1;rituel familial
GHEDJEMIS;Ghedjemis;9;actuels;Troisième buteur de Serie B en 2025-2026;factuel;3;quatorze réalisations
GHEDJEMIS;Ghedjemis;9;actuels;Attaquant du deuxième échelon en Italie;factuel;3;saison 2025-2026
GHEDJEMIS;Ghedjemis;9;actuels;Neuf lettres passées par le football transalpin;joueur;2;championnat de Serie B
GILARDINO;Gilardino;9;legendes;Attaquant italien champion du monde en 2006;factuel;3;titre allemand
GILARDINO;Gilardino;9;legendes;Il célébrait en imitant un violoniste;factuel;3;geste reconnaissable
GILARDINO;Gilardino;9;legendes;Neuf lettres passées par Parme et le Milan;joueur;3;carrière du joueur
GONCALVES;Gonçalves;9;actuels;Portugais cité parmi les absents notables de 2026;factuel;3;non-convocation
GONCALVES;Gonçalves;9;actuels;Milieu offensif écarté de la liste du Mondial;factuel;2;choix du sélectionneur
GONCALVES;Gonçalves;9;actuels;Neuf lettres et un patronyme très courant;joueur;1;nom répandu
GRANDPONT;grand pont;9;culture;Ballon poussé d'un côté, joueur passé de l'autre;factuel;2;geste d'élimination
GRANDPONT;grand pont;9;culture;Il demande de la vitesse pour être réussi;factuel;2;condition du geste
GRANDPONT;grand pont;9;culture;Neuf lettres qui laissent le défenseur sur place;joueur;2;effet du geste
GREENWOOD;Greenwood;9;actuels;Deuxième buteur de Ligue 1 en 2025-2026;factuel;2;seize réalisations
GREENWOOD;Greenwood;9;actuels;Anglais installé dans le championnat de France;factuel;2;parcours du joueur
GREENWOOD;Greenwood;9;actuels;Neuf lettres qui signifient bois vert;joueur;2;traduction du patronyme
GRIEZMANN;Griezmann;9;legendes;Attaquant français champion du monde en 2018;factuel;1;titre en Russie
GRIEZMANN;Griezmann;9;legendes;Ses célébrations venaient d'un jeu vidéo;factuel;1;danses reprises partout
GRIEZMANN;Griezmann;9;legendes;Neuf lettres devenues l'idole des cours de récré;joueur;1;popularité du joueur
GRONINGUE;Groningue;9;clubs;Club néerlandais du nord du pays;factuel;3;championnat batave
GRONINGUE;Groningue;9;clubs;Suárez et Robben y sont passés;factuel;3;anciens du club
GRONINGUE;Groningue;9;clubs;Neuf lettres vert et blanc;joueur;3;couleurs du club
GUARDIOLA;Guardiola;9;legendes;Sentinelle du Barça avant d'en devenir l'entraîneur;factuel;2;double carrière
GUARDIOLA;Guardiola;9;legendes;Il a gagné la C1 comme joueur en 1992;factuel;3;finale de Wembley
GUARDIOLA;Guardiola;9;legendes;Neuf lettres devenues obsédées par la possession;joueur;1;philosophie du technicien
GUERRIERS;Guerriers;9;selections;Ils précèdent Taeguk dans un surnom coréen;factuel;3;Corée du Sud
GUERRIERS;Guerriers;9;selections;La sélection a atteint la demi-finale en 2002;factuel;2;Mondial à domicile
GUERRIERS;Guerriers;9;selections;Neuf lettres rouges d'Asie de l'Est;joueur;2;couleur du maillot
GUIMARAES;Guimarães;9;actuels|clubs;Milieu brésilien retenu par Ancelotti;factuel;2;liste de 2026
GUIMARAES;Guimarães;9;actuels|clubs;Récupérateur de la Seleção en Amérique du Nord;factuel;2;poste en sélection
GUIMARAES;Guimarães;9;actuels|clubs;Neuf lettres qui désignent aussi une ville portugaise;joueur;2;homonymie
GUIMARAES;Guimarães;9;actuels|clubs;Un club portugais porte le nom de cette ville;factuel;3;Vitória
HEGEMONIE;hégémonie;9;feminin;Suprématie écrasante sur un championnat;factuel;2;domination d'un club
HEGEMONIE;hégémonie;9;feminin;Elle finit toujours par lasser le public;joueur;1;revers de la domination
HEGEMONIE;hégémonie;9;feminin;Neuf lettres qui rendent le titre prévisible;factuel;1;effet sur le suspense
HEGERBERG;Hegerberg;9;feminin;Première lauréate du Ballon d'Or féminin;factuel;1;édition de 2018
HEGERBERG;Hegerberg;9;feminin;Buteuse norvégienne emblématique de Lyon;factuel;1;record de la C1
HEGERBERG;Hegerberg;9;feminin;Neuf lettres qui ont boycotté leur sélection;joueur;2;prise de position
HERITIERE;héritière;9;feminin;Celle qu'on présente comme la future star;factuel;1;pression du surnom
HERITIERE;héritière;9;feminin;La comparaison lui pèse souvent;joueur;1;revers de l'étiquette
HERITIERE;héritière;9;feminin;Neuf lettres qui doivent encore tout prouver;factuel;1;attente du public
HERNANDEZ;Hernandez;9;actuels;Deux frères le portaient au Mondial 2026;factuel;1;Lucas et Théo
HERNANDEZ;Hernandez;9;actuels;L'aîné était déjà champion du monde en 2018;factuel;2;titre remporté en Russie
HERNANDEZ;Hernandez;9;actuels;Le cadet occupe le couloir gauche tricolore;factuel;2;poste de latéral
HERNANDEZ;Hernandez;9;actuels;Un seul patronyme pour deux Bleus;joueur;1;fratrie en sélection
HIBERNIAN;Hibernian;9;clubs;Club écossais rival des Hearts;factuel;3;derby d'Édimbourg
HIBERNIAN;Hibernian;9;clubs;Son nom évoque une origine irlandaise;factuel;3;étymologie
HIBERNIAN;Hibernian;9;clubs;Neuf lettres vert et blanc;joueur;3;couleurs du club
HUITIEMES;huitièmes;9;competitions;Tour où il reste seize équipes;factuel;1;phase à élimination
HUITIEMES;huitièmes;9;competitions;Le Brésil y a été éliminé en 2026;factuel;2;pire résultat depuis 1990
HUITIEMES;huitièmes;9;competitions;Neuf lettres franchies par les favoris;joueur;1;étape du tableau
INFLUENCE;influence;9;coachs;Marque laissée par un technicien sur ses successeurs;factuel;2;transmission du métier
INFLUENCE;influence;9;coachs;Celle de Sacchi se mesure encore aujourd'hui;factuel;2;héritage tactique
INFLUENCE;influence;9;coachs;Neuf lettres qui traversent les générations;joueur;2;continuité du football
INTENDANT;intendant;9;coachs;Il s'occupe des maillots et du matériel;factuel;2;membre du staff
INTENDANT;intendant;9;coachs;Il prépare le vestiaire avant l'arrivée du groupe;factuel;2;quotidien du poste
INTENDANT;intendant;9;coachs;Neuf lettres qu'on ne voit jamais à l'écran;joueur;2;travail de l'ombre
INTENSITE;intensité;9;coachs;Qualité réclamée à chaque séance;factuel;1;exigence du staff
INTENSITE;intensité;9;coachs;Elle se mesure désormais avec des capteurs;factuel;2;outils modernes
INTENSITE;intensité;9;coachs;Neuf lettres criées pendant tout l'entraînement;joueur;1;mot du terrain
INTERTOTO;Intertoto;9;competitions;Coupe d'été européenne supprimée en 2008;factuel;3;épreuve disparue
INTERTOTO;Intertoto;9;competitions;Elle offrait une place en Coupe UEFA;factuel;3;enjeu de l'épreuve
INTERTOTO;Intertoto;9;competitions;Neuf lettres qui gâchaient les vacances;joueur;3;calendrier estival
INTERVIEW;interview;9;culture;Entretien accordé après le coup de sifflet;factuel;1;exercice imposé
INTERVIEW;interview;9;culture;Celle du bord du terrain dure trente secondes;factuel;2;format télévisé
INTERVIEW;interview;9;culture;Neuf lettres où l'on répond toujours la même chose;joueur;1;langue de bois
KARCHAOUI;Karchaoui;9;feminin;Latérale gauche française internationale;factuel;2;défenseure des Bleues
KARCHAOUI;Karchaoui;9;feminin;Elle a joué au PSG puis à Lyon;factuel;2;carrière de la joueuse
KARCHAOUI;Karchaoui;9;feminin;Neuf lettres qui montent tout le couloir;joueur;2;style de la latérale
KINGPOWER;King Power;9;stades;Enceinte du champion surprise de 2016;factuel;2;Leicester
KINGPOWER;King Power;9;stades;Elle porte le nom d'un groupe thaïlandais;factuel;3;propriétaire du club
KINGPOWER;King Power;9;stades;Neuf lettres qui ont vécu un conte de fées;joueur;2;titre de Premier League
KLINSMANN;Klinsmann;9;legendes;Attaquant allemand champion du monde en 1990;factuel;2;titre italien
KLINSMANN;Klinsmann;9;legendes;Il a célébré par un plongeon resté célèbre;factuel;2;geste à Tottenham
KLINSMANN;Klinsmann;9;legendes;Neuf lettres devenues sélectionneur de leur pays;joueur;2;reconversion
KOLOMUANI;Kolo Muani;9;actuels;Attaquant français passé par Paris et Tottenham;factuel;2;parcours du joueur
KOLOMUANI;Kolo Muani;9;actuels;Buteur dont le départ était attendu à Paris;factuel;3;mercato de 2026
KOLOMUANI;Kolo Muani;9;actuels;Neuf lettres en deux morceaux dans la vraie vie;joueur;2;forme du patronyme
KOMBOUARE;Kombouare;9;coachs;Technicien français né en Nouvelle-Calédonie;factuel;2;origine du coach
KOMBOUARE;Kombouare;9;coachs;Il a dirigé le PSG puis Nantes;factuel;2;carrière du technicien
KOMBOUARE;Kombouare;9;coachs;Neuf lettres surnommées le Casque noir;joueur;2;surnom du joueur
KOSSOUNOU;Kossounou;9;actuels;Défenseur ivoirien passé par Leverkusen;factuel;3;carrière allemande
KOSSOUNOU;Kossounou;9;actuels;Il a été champion d'Afrique en 2024;factuel;3;CAN à domicile
KOSSOUNOU;Kossounou;9;actuels;Neuf lettres très longilignes;joueur;3;silhouette du central
KOULIBALY;Koulibaly;9;actuels;Capitaine sénégalais au Mondial 2026;factuel;1;brassard des Lions
KOULIBALY;Koulibaly;9;actuels;Défenseur central figure de sa sélection;factuel;1;cadre historique
KOULIBALY;Koulibaly;9;actuels;Neuf lettres dans l'axe de la Teranga;joueur;1;poste du joueur
LACAZETTE;Lacazette;9;legendes;Buteur lyonnais parti à Arsenal;factuel;2;transfert de 2017
LACAZETTE;Lacazette;9;legendes;Il a été meilleur buteur de Ligue 1 en 2015;factuel;3;titre individuel
LACAZETTE;Lacazette;9;legendes;Neuf lettres formées au bord du Rhône;joueur;2;produit du centre
LAURENDON;Laurendon;9;actuels;Gardien de vingt ans de l'effectif parisien;factuel;3;saison 2026-2027
LAURENDON;Laurendon;9;actuels;Portier du groupe professionnel du PSG;factuel;3;liste de la saison
LAURENDON;Laurendon;9;actuels;Neuf lettres devant les buts de la capitale;joueur;2;poste du joueur
LEICESTER;Leicester;9;clubs;Relégué à l'issue de la saison 2024-2025;factuel;2;descente en Championship
LEICESTER;Leicester;9;clubs;Champion d'Angleterre surprise il y a dix ans;factuel;2;exploit de 2016
LEICESTER;Leicester;9;clubs;Neuf lettres des Midlands;joueur;2;implantation du club
LIMOGEAGE;limogeage;9;coachs;Renvoi d'un entraîneur en cours de saison;factuel;1;décision du club
LIMOGEAGE;limogeage;9;coachs;Il suit souvent une série de défaites;factuel;1;cause habituelle
LIMOGEAGE;limogeage;9;coachs;Neuf lettres qui viennent du nom d'une ville;joueur;2;étymologie
LIONESSES;Lionesses;9;feminin;Surnom de la sélection anglaise;factuel;1;équipe des Three Lions au féminin
LIONESSES;Lionesses;9;feminin;Elles ont gagné l'Euro 2022 à domicile;factuel;1;titre à Wembley
LIONESSES;Lionesses;9;feminin;Neuf lettres qui ont fait remplir les stades;joueur;1;engouement du pays
LIVERPOOL;Liverpool;9;clubs;Tenant du titre anglais qui n'a pas su le défendre;factuel;1;cinquième en 2025-2026
LIVERPOOL;Liverpool;9;clubs;Vingt fois champion d'Angleterre;factuel;2;palmarès national
LIVERPOOL;Liverpool;9;clubs;Qualifié en Ligue des champions avec soixante points;joueur;3;plus faible total du siècle
LJUNGBERG;Ljungberg;9;legendes;Ailier suédois des Invincibles d'Arsenal;factuel;2;saison 2004
LJUNGBERG;Ljungberg;9;legendes;Sa mèche rouge était sa signature;factuel;2;silhouette culte
LJUNGBERG;Ljungberg;9;legendes;Neuf lettres qui surgissaient dans la surface;joueur;2;style du joueur
LOKOMOTIV;Lokomotiv;9;clubs;Nom porté par des clubs de l'ancien bloc de l'Est;factuel;3;dénomination répandue
LOKOMOTIV;Lokomotiv;9;clubs;Il désignait les clubs des cheminots;factuel;3;origine du nom
LOKOMOTIV;Lokomotiv;9;clubs;Neuf lettres rouge et vert à Moscou;joueur;3;couleurs du club
LOPETEGUI;Lopetegui;9;coachs;Technicien espagnol limogé avant le Mondial 2018;factuel;2;épisode resté célèbre
LOPETEGUI;Lopetegui;9;coachs;Il a gagné la Ligue Europa avec Séville;factuel;2;titre de 2020
LOPETEGUI;Lopetegui;9;coachs;Neuf lettres remerciées deux jours avant le tournoi;joueur;2;décision de la fédération
MAGALHAES;Magalhães;9;actuels;Défenseur central brésilien évoluant à Londres;factuel;2;club anglais
MAGALHAES;Magalhães;9;actuels;Il formait la charnière avec le capitaine;factuel;2;duo axial de la Seleção
MAGALHAES;Magalhães;9;actuels;Neuf lettres à consonance très lusophone;joueur;1;origine du nom
MARSEILLE;Marseille;9;clubs;Seul club français vainqueur de la Coupe d'Europe;factuel;1;titre de 1993
MARSEILLE;Marseille;9;clubs;Il joue au Vélodrome devant soixante mille personnes;factuel;1;enceinte du club
MARSEILLE;Marseille;9;clubs;Neuf lettres blanc et bleu ciel;joueur;1;couleurs du club
MARTIGUES;Martigues;9;clubs;Club provençal remonté en Ligue 2;factuel;3;football français
MARTIGUES;Martigues;9;clubs;Sa ville est surnommée la Venise provençale;factuel;2;patrimoine local
MARTIGUES;Martigues;9;clubs;Neuf lettres jaune et bleu des Bouches-du-Rhône;joueur;3;couleurs du club
MATERAZZI;Materazzi;9;legendes;Son égalisation a relancé la finale de 2006;factuel;1;tête sur corner
MATERAZZI;Materazzi;9;legendes;Défenseur italien champion du monde;factuel;1;titre allemand
MATERAZZI;Materazzi;9;legendes;Neuf lettres au centre d'une scène très commentée;joueur;2;finale de Berlin
MCTOMINAY;McTominay;9;actuels;Milieu écossais élu meilleur joueur de Serie A;factuel;2;saison 2024-2025
MCTOMINAY;McTominay;9;actuels;Il a fait champion Naples dès sa première saison;factuel;2;titre italien
MCTOMINAY;McTominay;9;actuels;Neuf lettres venues de Manchester United;joueur;2;transfert de 2024
MEGAPHONE;mégaphone;9;culture;Instrument du meneur de chants;factuel;1;matériel du virage
MEGAPHONE;mégaphone;9;culture;Il porte la voix sur tout un gradin;factuel;1;fonction de l'objet
MEGAPHONE;mégaphone;9;culture;Neuf lettres qu'on entend jusqu'à la pelouse;joueur;1;puissance sonore
MELBOURNE;Melbourne;9;feminin;Ville australienne hôte du Mondial 2023;factuel;2;édition océanienne
MELBOURNE;Melbourne;9;feminin;Elle accueille aussi un tournoi de tennis;factuel;1;Open d'Australie
MELBOURNE;Melbourne;9;feminin;Neuf lettres réputées les plus agréables du monde;joueur;2;classements internationaux
MERENGUES;Merengues;9;clubs;Surnom des joueurs du grand club madrilène;factuel;2;Real Madrid
MERENGUES;Merengues;9;clubs;Il vient de la blancheur du maillot;factuel;2;origine du surnom
MERENGUES;Merengues;9;clubs;Neuf lettres qui évoquent aussi une pâtisserie;joueur;1;homonymie
MIJATOVIC;Mijatovic;9;legendes;Son but a offert la septième C1 au Real en 1998;factuel;3;finale d'Amsterdam
MIJATOVIC;Mijatovic;9;legendes;Attaquant monténégrin passé par Valence;factuel;3;carrière espagnole
MIJATOVIC;Mijatovic;9;legendes;Neuf lettres qui ont mis fin à une longue attentet;joueur;3;record madrilène
MONTERREY;Monterrey;9;clubs;Ville mexicaine à deux clubs de première division;factuel;3;football local
MONTERREY;Monterrey;9;clubs;Elle est la capitale industrielle du pays;factuel;3;économie locale
MONTERREY;Monterrey;9;clubs;Neuf lettres du nord du Mexique;joueur;2;géographie
MORIENTES;Morientes;9;legendes;Attaquant espagnol du Real des Galactiques;factuel;3;carrière madrilène
MORIENTES;Morientes;9;legendes;Il a marqué contre son ancien club en C1;factuel;3;prêt à Monaco en 2004
MORIENTES;Morientes;9;legendes;Neuf lettres redoutables de la tête;joueur;3;jeu aérien du buteur
MOULOUDIA;Mouloudia;9;clubs;Nom porté par des clubs algériens;factuel;3;dénomination répandue
MOULOUDIA;Mouloudia;9;clubs;Celui d'Alger fut champion d'Afrique en 1976;factuel;3;titre de 1976
MOULOUDIA;Mouloudia;9;clubs;Neuf lettres vert et rouge;joueur;3;couleurs du club
MOUSTACHE;moustache;9;fillfoot;Pilosité emblématique des joueurs des années 80;factuel;2;mode d'époque
MOUSTACHE;moustache;9;fillfoot;Elle fait reconnaître un ancien sur les photos;joueur;1;silhouette d'époque
MULTIPLEX;multiplex;9;fillfoot;Dispositif qui bascule d'une enceinte à l'autre;factuel;1;diffusion simultanée
MULTIPLEX;multiplex;9;fillfoot;On y perd le fil au troisième but simultané;joueur;1;confusion du direct
NADESHIKO;Nadeshiko;9;feminin;Surnom de la sélection japonaise;factuel;2;équipe asiatique
NADESHIKO;Nadeshiko;9;feminin;Elles ont été championnes du monde en 2011;factuel;1;titre en Allemagne
NADESHIKO;Nadeshiko;9;feminin;Neuf lettres qui désignent une fleur;joueur;2;traduction
NEWCASTLE;Newcastle;9;clubs;Tenant de la Coupe de la Ligue éliminé en demies;factuel;3;édition 2025-2026
NEWCASTLE;Newcastle;9;clubs;Il a vendu Gordon au Barça et Tonali à Tottenham;factuel;2;mercato de l'été 2026
NEWCASTLE;Newcastle;9;clubs;Neuf lettres du nord-est de l'Angleterre;joueur;1;implantation du club
NEWJERSEY;New Jersey;9;stades;État où s'est jouée la finale du Mondial 2026;factuel;2;MetLife Stadium
NEWJERSEY;New Jersey;9;stades;Il jouxte la plus grande ville américaine;factuel;2;géographie
NEWJERSEY;New Jersey;9;stades;Neuf lettres qui portent aussi le nom d'un maillot;joueur;2;homonymie anglaise
NOSTALGIE;nostalgie;9;culture;Sentiment devant les images d'un ancien maillot;factuel;1;émotion du supporter
NOSTALGIE;nostalgie;9;culture;Elle explique le retour des tenues rétro;factuel;2;mode des clubs
NOSTALGIE;nostalgie;9;culture;Neuf lettres qui font vendre des maillots;joueur;2;stratégie commerciale
NUREMBERG;Nuremberg;9;clubs;Club bavarois neuf fois champion d'Allemagne;factuel;3;palmarès historique
NUREMBERG;Nuremberg;9;clubs;Sa ville est célèbre pour son marché de Noël;factuel;2;tradition locale
NUREMBERG;Nuremberg;9;clubs;Neuf lettres rouge et noir de Franconie;joueur;3;couleurs du club
OLYMPIADE;olympiade;9;competitions;Cycle de quatre ans entre deux Jeux;factuel;2;unité de temps sportive
OLYMPIADE;olympiade;9;competitions;Le tournoi de football y figure depuis 1900;factuel;3;discipline olympique
OLYMPIADE;olympiade;9;competitions;Neuf lettres où les sélections sont rajeunies;joueur;2;règlement des espoirs
OLYMPIQUE;olympique;9;competitions;Tournoi disputé tous les quatre ans aux Jeux;factuel;1;épreuve du CIO
OLYMPIQUE;olympique;9;competitions;Les sélections masculines y sont rajeunies;factuel;2;limite d'âge
OLYMPIQUE;olympique;9;competitions;Neuf lettres qui précèdent aussi Marseille et Lyon;joueur;1;homonymie
ORIFLAMME;oriflamme;9;fillfoot;Longue bannière flottant au-dessus du virage;factuel;2;emblème des groupes
ORIFLAMME;oriflamme;9;fillfoot;Elle se déploie sur trois rangs de gradins;joueur;1;animation des tribunes
OYARZABAL;Oyarzabal;9;actuels;Meilleur buteur espagnol du Mondial 2026;factuel;1;cinq réalisations
OYARZABAL;Oyarzabal;9;actuels;Auteur du doublé le plus rapide pour son pays;factuel;3;deux buts en deux minutes trente
OYARZABAL;Oyarzabal;9;actuels;Neuf lettres pour un finisseur basque;joueur;2;profil de l'attaquant
PALMEIRAS;Palmeiras;9;clubs;Club pauliste fondé par des immigrés italiens;factuel;3;origine du club
PALMEIRAS;Palmeiras;9;clubs;Il a remporté plusieurs Libertadores récemment;factuel;3;palmarès continental
PALMEIRAS;Palmeiras;9;clubs;Neuf lettres vertes de São Paulo;joueur;2;couleur du maillot
PANTHERES;Panthères;9;selections;Surnom de la sélection gabonaise;factuel;3;emblème du pays
PANTHERES;Panthères;9;selections;Aubameyang en fut la vedette;factuel;2;buteur emblématique
PANTHERES;Panthères;9;selections;Neuf lettres qui ont reçu la CAN en 2017;joueur;3;organisation continentale
PARAPLUIE;parapluie;9;fillfoot;Interdit dans certaines enceintes;factuel;2;règlement de sécurité
PARAPLUIE;parapluie;9;fillfoot;Il ne protège personne au troisième rang;joueur;1;réalité de la tribune
PETITPONT;petit pont;9;culture;Ballon passé entre les jambes de l'adversaire;factuel;1;geste humiliant
PETITPONT;petit pont;9;culture;Dans la rue, il met fin au duel;factuel;2;règle du football de quartier
PETITPONT;petit pont;9;culture;Neuf lettres qui font hurler toute la cour;joueur;1;réaction des spectateurs
PHENOMENE;Phénomène;9;legendes;Surnom d'un attaquant brésilien deux fois Ballon d'Or;factuel;2;buteur du Mondial 2002
PHENOMENE;Phénomène;9;legendes;Huit buts et un titre mondial en 2002;factuel;1;meilleur buteur du tournoi
PHENOMENE;Phénomène;9;legendes;Neuf lettres à la coupe de cheveux mémorable;joueur;2;style capillaire de 2002
PIONNIERE;pionnière;9;feminin;Celle qui a ouvert la voie aux générations suivantes;factuel;1;rôle historique
PIONNIERE;pionnière;9;feminin;Les premières jouaient sans être payées;factuel;1;réalité d'autrefois
PIONNIERE;pionnière;9;feminin;Neuf lettres qui ont dû se battre pour un terrain;joueur;1;obstacles de l'époque
PISTOLERO;Pistolero;9;legendes;Surnom d'un buteur uruguayen du Barça;factuel;2;Luis Suárez
PISTOLERO;Pistolero;9;legendes;Il célébrait en mimant un revolver;factuel;2;geste du buteur
PISTOLERO;Pistolero;9;legendes;Neuf lettres qui ont formé un trio avec Messi et Neymar;joueur;1;attaque catalane
POLEMIQUE;polémique;9;coachs;Débat enflammé après une décision du technicien;factuel;1;réaction médiatique
POLEMIQUE;polémique;9;coachs;Un joueur écarté suffit à la déclencher;factuel;1;cause fréquente
POLEMIQUE;polémique;9;coachs;Neuf lettres qui occupent la semaine entière;joueur;1;durée du sujet
PORTECLES;porte-clés;9;culture;Petit objet vendu aux couleurs du club;factuel;2;produit dérivé
PORTECLES;porte-clés;9;culture;Il coûte moins cher qu'un maillot;joueur;1;souvenir accessible
PORTECLES;porte-clés;9;culture;Neuf lettres rapportées de chaque déplacement;joueur;2;habitude du fan
PRESIDENT;président;9;coachs;Il dirige le club et nomme l'entraîneur;factuel;1;plus haute fonction
PRESIDENT;président;9;coachs;Il est sifflé dès que les résultats baissent;factuel;1;réaction des tribunes
PRESIDENT;président;9;coachs;Neuf lettres visées par les banderoles;joueur;1;contestation des groupes
PRIDEPARK;Pride Park;9;stades;Enceinte des Midlands de l'Est;factuel;3;Derby County
PRIDEPARK;Pride Park;9;stades;Son nom parle de fierté;factuel;3;traduction
PRIDEPARK;Pride Park;9;stades;Neuf lettres bâties dans les années quatre-vingt-dix;joueur;3;construction récente
PRINTEMPS;printemps;9;fillfoot;Saison où tout se décide au classement;factuel;1;fin de championnat
PRINTEMPS;printemps;9;fillfoot;Les jambes lourdes et les enjeux énormes;joueur;1;dernière ligne droite
PROGRAMME;programme;9;fillfoot;Liste des rencontres de la journée;factuel;1;calendrier
PROGRAMME;programme;9;fillfoot;Chargé, il fait tourner tout l'effectif;joueur;1;enchaînement des matchs
PRONOSTIC;pronostic;9;culture;Prévision du résultat avant le coup d'envoi;factuel;1;exercice du supporter
PRONOSTIC;pronostic;9;culture;Il se trompe une fois sur deux;joueur;1;fiabilité limitée
PRONOSTIC;pronostic;9;culture;Neuf lettres qui font vivre tout un secteur;factuel;2;marché des paris
PROTOCOLE;protocole;9;culture;Ensemble des gestes imposés avant le coup d'envoi;factuel;1;rituel réglé
PROTOCOLE;protocole;9;culture;Poignées de main, hymnes et photo en font partie;factuel;1;déroulé habituel
PROTOCOLE;protocole;9;culture;Neuf lettres réglées à la minute près;joueur;2;exigence de la diffusion
QUADRUPLE;quadruplé;9;competitions;Quatre réalisations du même joueur;factuel;2;performance individuelle
QUADRUPLE;quadruplé;9;competitions;Il désigne aussi quatre trophées en une saison;factuel;2;palmarès annuel
QUADRUPLE;quadruplé;9;competitions;Neuf lettres très rarement inscrites;joueur;2;rareté de l'exploit
RECEPTION;réception;9;vocab;Prise de balle au moment où elle arrive;factuel;1;premier contact
RECEPTION;réception;9;vocab;Ratée, elle offre le ballon à l'adversaire;joueur;1;erreur technique
RECRUTEUR;recruteur;9;coachs;Il sillonne les terrains pour repérer des talents;factuel;1;métier du scouting
RECRUTEUR;recruteur;9;coachs;Il assiste à des matchs de jeunes le dimanche;factuel;1;quotidien du poste
RECRUTEUR;recruteur;9;coachs;Neuf lettres discrètes derrière la main courante;joueur;2;image du métier
REGLEMENT;règlement;9;competitions;Ensemble des règles d'une compétition;factuel;1;texte de référence
REGLEMENT;règlement;9;competitions;Il fixe les critères de départage;factuel;2;classement des équipes
REGLEMENT;règlement;9;competitions;Neuf lettres que personne ne lit avant la polémique;joueur;2;usage du texte
REIJNDERS;Reijnders;9;actuels;Milieu néerlandais arrivé à City en 2025;factuel;2;transfert du joueur
REIJNDERS;Reijnders;9;actuels;Il avait été élu meilleur joueur de Serie A;factuel;3;saison milanaise
REIJNDERS;Reijnders;9;actuels;Neuf lettres qui montent bien dans la surface;joueur;3;profil du milieu
REMONTADA;remontada;9;vocab;Retournement d'un score très défavorable;factuel;2;terme espagnol
REMONTADA;remontada;9;vocab;Barcelone-Paris 2017 en a fixé le sens;factuel;3;6-1 au Camp Nou
REMONTADA;remontada;9;vocab;Trois de retard et tout le stade y croit encore;joueur;1;renversement de situation
REPORTAGE;reportage;9;culture;Sujet filmé sur un club ou un joueur;factuel;1;format journalistique
REPORTAGE;reportage;9;culture;Il ouvre souvent l'émission du dimanche;factuel;1;place dans le programme
REPORTAGE;reportage;9;culture;Neuf lettres tournées en immersion;joueur;1;méthode du genre
RIVERSIDE;Riverside;9;stades;Enceinte anglaise au bord d'une rivière;factuel;3;Middlesbrough
RIVERSIDE;Riverside;9;stades;Son nom décrit exactement sa situation;factuel;2;toponymie
RIVERSIDE;Riverside;9;stades;Neuf lettres exposées au vent de la mer du Nord;joueur;3;climat du lieu
ROBERTSON;Robertson;9;actuels;Latéral gauche arrivé libre à Tottenham;factuel;2;mercato de l'été 2026
ROBERTSON;Robertson;9;actuels;Défenseur écossais recruté sans indemnité;factuel;2;fin de contrat
ROBERTSON;Robertson;9;actuels;Neuf lettres qui n'ont rien coûté;joueur;2;transfert gratuit
ROCHETEAU;Rocheteau;9;legendes;Attaquant stéphanois surnommé l'Ange vert;factuel;2;surnom du joueur
ROCHETEAU;Rocheteau;9;legendes;Il a disputé la finale européenne de 1976;factuel;2;Glasgow et les poteaux carrés
ROCHETEAU;Rocheteau;9;legendes;Neuf lettres à la chevelure bouclée;joueur;2;silhouette d'époque
RODRIGUEZ;Rodríguez;9;actuels;Milieu argentin absent du Mondial 2026;factuel;2;non retenu
RODRIGUEZ;Rodríguez;9;actuels;Champion du monde 2022 laissé de côté;factuel;2;fin de cycle
RODRIGUEZ;Rodríguez;9;actuels;Neuf lettres pour l'un des noms les plus courants;joueur;1;patronyme très répandu
ROSENBORG;Rosenborg;9;clubs;Club norvégien le plus titré du pays;factuel;3;championnat local
